sample_id	paternal_id	maternal_id	cohort	hifi_cov	hifi_dc_cov	hifi_topup_cov	ont_cov_over100kb	hic_cov	Sex	isMaleSample	Subpopulation	Superpopulation	Production Year	Hifi Prod Site	hifi	nanopore	child_ilmn	mat_ilmn	pat_ilmn	hic	hic_r1	hic_r2	hifi_dc	hifi_dc1	hifi_dc2	hifi_topup	hifi_ccs	UCSC_assembly_batch	notes
NA19468	NA	NA	HPRC	75.25	55.5	19.75	30.43	62.54	female	FALSE	LWK	AFR	YR3	RU	['s3://human-pangenomics/submissions/00ECE94B-24B3-40A2-8626-6CDF98E36C27--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20/NA19468/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19468.m54306Ue_220927_182256.dc.q20.fastq.gz','s3://human-pangenomics/submissions/00ECE94B-24B3-40A2-8626-6CDF98E36C27--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20/NA19468/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19468.m64055e_220817_094430.dc.q20.fastq.gz','s3://human-pangenomics/submissions/00ECE94B-24B3-40A2-8626-6CDF98E36C27--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20/NA19468/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19468.m64055e_220819_064153.dc.q20.fastq.gz','s3://human-pangenomics/submissions/00ECE94B-24B3-40A2-8626-6CDF98E36C27--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20/NA19468/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19468.m64330e_220801_170711.dc.q20.fastq.gz','s3://human-pangenomics/submissions/B8BD83FD-2608-4494-AFD4-E63DC2376381--RU_Y3_topoff_redo/NA19468/hifi_reads/m84091_231208_194716_s4.hifi_reads.bc1008.bam','s3://human-pangenomics/submissions/B8BD83FD-2608-4494-AFD4-E63DC2376381--RU_Y3_topoff_redo/NA19468/hifi_reads/m84091_231211_215746_s3.hifi_reads.bc1008.bam']	['s3://human-pangenomics/working/HPRC/NA19468/raw_data/nanopore/guppy_6/05_24_22_R941_GM19468_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/working/HPRC/NA19468/raw_data/nanopore/guppy_6/05_24_22_R941_GM19468_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/working/HPRC/NA19468/raw_data/nanopore/guppy_6/05_24_22_R941_GM19468_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']	['s3://human-pangenomics/submissions/325b4b1c-9f20-49be-b03a-596da89c466e--1000G_CHILDREN/NA19468/1000G_data/NA19468.final.cram']	NA	NA	['s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-1_S21_L001_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-1_S21_L002_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-1_S21_L003_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-1_S21_L004_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-2_S29_L001_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-2_S29_L002_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-2_S29_L003_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-2_S29_L004_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-1_S21_L001_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-1_S21_L002_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-1_S21_L003_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-1_S21_L004_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-2_S29_L001_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-2_S29_L002_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-2_S29_L003_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-2_S29_L004_R2_001.fastq.gz']	['s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-1_S21_L001_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-1_S21_L002_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-1_S21_L003_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-1_S21_L004_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-2_S29_L001_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-2_S29_L002_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-2_S29_L003_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-2_S29_L004_R1_001.fastq.gz']	['s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-1_S21_L001_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-1_S21_L002_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-1_S21_L003_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-1_S21_L004_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-2_S29_L001_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-2_S29_L002_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-2_S29_L003_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19468/raw_data/hic/NA19468-2_S29_L004_R2_001.fastq.gz']	['s3://human-pangenomics/submissions/00ECE94B-24B3-40A2-8626-6CDF98E36C27--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20/NA19468/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19468.m54306Ue_220927_182256.dc.q20.fastq.gz','s3://human-pangenomics/submissions/00ECE94B-24B3-40A2-8626-6CDF98E36C27--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20/NA19468/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19468.m64055e_220817_094430.dc.q20.fastq.gz','s3://human-pangenomics/submissions/00ECE94B-24B3-40A2-8626-6CDF98E36C27--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20/NA19468/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19468.m64055e_220819_064153.dc.q20.fastq.gz','s3://human-pangenomics/submissions/00ECE94B-24B3-40A2-8626-6CDF98E36C27--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20/NA19468/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19468.m64330e_220801_170711.dc.q20.fastq.gz']	NA	NA	['s3://human-pangenomics/submissions/B8BD83FD-2608-4494-AFD4-E63DC2376381--RU_Y3_topoff_redo/NA19468/hifi_reads/m84091_231208_194716_s4.hifi_reads.bc1008.bam','s3://human-pangenomics/submissions/B8BD83FD-2608-4494-AFD4-E63DC2376381--RU_Y3_topoff_redo/NA19468/hifi_reads/m84091_231211_215746_s3.hifi_reads.bc1008.bam']	NA	5	no-notes
NA19391	NA	NA	HPRC	65.4	42.53	22.87	42.86	61.71	female	FALSE	LWK	AFR	YR3	RU	['s3://human-pangenomics/submissions/00ECE94B-24B3-40A2-8626-6CDF98E36C27--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20/NA19391/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19391.m54306Ue_220815_144205.dc.q20.fastq.gz','s3://human-pangenomics/submissions/00ECE94B-24B3-40A2-8626-6CDF98E36C27--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20/NA19391/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19391.m64330e_220819_173115.dc.q20.fastq.gz','s3://human-pangenomics/submissions/00ECE94B-24B3-40A2-8626-6CDF98E36C27--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20/NA19391/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19391.m64334e_220819_174259.dc.q20.fastq.gz','s3://human-pangenomics/submissions/B8BD83FD-2608-4494-AFD4-E63DC2376381--RU_Y3_topoff_redo/NA19391/hifi_reads/m84091_231120_175800_s4.hifi_reads.bc1015.bam']	['s3://human-pangenomics/working/HPRC/NA19391/raw_data/nanopore/guppy_6/05_24_22_R941_GM19391_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/working/HPRC/NA19391/raw_data/nanopore/guppy_6/05_24_22_R941_GM19391_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/working/HPRC/NA19391/raw_data/nanopore/guppy_6/05_24_22_R941_GM19391_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']	['s3://human-pangenomics/submissions/325b4b1c-9f20-49be-b03a-596da89c466e--1000G_CHILDREN/NA19391/1000G_data/NA19391.final.cram']	NA	NA	['s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-1_S20_L001_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-1_S20_L002_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-1_S20_L003_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-1_S20_L004_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-2_S28_L001_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-2_S28_L002_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-2_S28_L003_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-2_S28_L004_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-1_S20_L001_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-1_S20_L002_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-1_S20_L003_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-1_S20_L004_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-2_S28_L001_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-2_S28_L002_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-2_S28_L003_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-2_S28_L004_R2_001.fastq.gz']	['s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-1_S20_L001_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-1_S20_L002_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-1_S20_L003_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-1_S20_L004_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-2_S28_L001_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-2_S28_L002_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-2_S28_L003_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-2_S28_L004_R1_001.fastq.gz']	['s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-1_S20_L001_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-1_S20_L002_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-1_S20_L003_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-1_S20_L004_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-2_S28_L001_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-2_S28_L002_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-2_S28_L003_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19391/raw_data/hic/NA19391-2_S28_L004_R2_001.fastq.gz']	['s3://human-pangenomics/submissions/00ECE94B-24B3-40A2-8626-6CDF98E36C27--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20/NA19391/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19391.m54306Ue_220815_144205.dc.q20.fastq.gz','s3://human-pangenomics/submissions/00ECE94B-24B3-40A2-8626-6CDF98E36C27--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20/NA19391/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19391.m64330e_220819_173115.dc.q20.fastq.gz','s3://human-pangenomics/submissions/00ECE94B-24B3-40A2-8626-6CDF98E36C27--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20/NA19391/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19391.m64334e_220819_174259.dc.q20.fastq.gz']	NA	NA	['s3://human-pangenomics/submissions/B8BD83FD-2608-4494-AFD4-E63DC2376381--RU_Y3_topoff_redo/NA19391/hifi_reads/m84091_231120_175800_s4.hifi_reads.bc1015.bam']	NA	5	no-notes
NA19338	NA	NA	HPRC	62.57	41.97	20.6	36.49	65.64	female	FALSE	LWK	AFR	YR3	RU	['s3://human-pangenomics/submissions/00ECE94B-24B3-40A2-8626-6CDF98E36C27--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20/NA19338/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19338.m54306Ue_220722_175158.dc.q20.fastq.gz','s3://human-pangenomics/submissions/00ECE94B-24B3-40A2-8626-6CDF98E36C27--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20/NA19338/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19338.m64055e_220729_170145.dc.q20.fastq.gz','s3://human-pangenomics/submissions/00ECE94B-24B3-40A2-8626-6CDF98E36C27--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20/NA19338/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19338.m64055e_220731_124800.dc.q20.fastq.gz','s3://human-pangenomics/submissions/B8BD83FD-2608-4494-AFD4-E63DC2376381--RU_Y3_topoff_redo/NA19338/hifi_reads/m84091_230705_174256_s2.hifi_reads.bc1002.bam','s3://human-pangenomics/submissions/B8BD83FD-2608-4494-AFD4-E63DC2376381--RU_Y3_topoff_redo/NA19338/hifi_reads/m84091_230705_184508_s4.hifi_reads.bc1002.bam','s3://human-pangenomics/submissions/B8BD83FD-2608-4494-AFD4-E63DC2376381--RU_Y3_topoff_redo/NA19338/hifi_reads/m84091_231120_175800_s4.hifi_reads.bc1002.bam']	['s3://human-pangenomics/working/HPRC/NA19338/raw_data/nanopore/guppy_6/05_24_22_R941_GM19338_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/working/HPRC/NA19338/raw_data/nanopore/guppy_6/05_24_22_R941_GM19338_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/working/HPRC/NA19338/raw_data/nanopore/guppy_6/05_24_22_R941_GM19338_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']	['s3://human-pangenomics/submissions/325b4b1c-9f20-49be-b03a-596da89c466e--1000G_CHILDREN/NA19338/1000G_data/NA19338.final.cram']	NA	NA	['s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-1_S19_L001_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-1_S19_L002_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-1_S19_L003_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-1_S19_L004_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-2_S27_L001_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-2_S27_L002_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-2_S27_L003_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-2_S27_L004_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-1_S19_L001_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-1_S19_L002_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-1_S19_L003_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-1_S19_L004_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-2_S27_L001_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-2_S27_L002_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-2_S27_L003_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-2_S27_L004_R2_001.fastq.gz']	['s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-1_S19_L001_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-1_S19_L002_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-1_S19_L003_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-1_S19_L004_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-2_S27_L001_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-2_S27_L002_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-2_S27_L003_R1_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-2_S27_L004_R1_001.fastq.gz']	['s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-1_S19_L001_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-1_S19_L002_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-1_S19_L003_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-1_S19_L004_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-2_S27_L001_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-2_S27_L002_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-2_S27_L003_R2_001.fastq.gz','s3://human-pangenomics/submissions/62B7A84C-C647-4FD9-92F0-90956198404D--Y3-HIC/NA19338/raw_data/hic/NA19338-2_S27_L004_R2_001.fastq.gz']	['s3://human-pangenomics/submissions/00ECE94B-24B3-40A2-8626-6CDF98E36C27--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20/NA19338/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19338.m54306Ue_220722_175158.dc.q20.fastq.gz','s3://human-pangenomics/submissions/00ECE94B-24B3-40A2-8626-6CDF98E36C27--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20/NA19338/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19338.m64055e_220729_170145.dc.q20.fastq.gz','s3://human-pangenomics/submissions/00ECE94B-24B3-40A2-8626-6CDF98E36C27--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20/NA19338/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19338.m64055e_220731_124800.dc.q20.fastq.gz']	NA	NA	['s3://human-pangenomics/submissions/B8BD83FD-2608-4494-AFD4-E63DC2376381--RU_Y3_topoff_redo/NA19338/hifi_reads/m84091_230705_174256_s2.hifi_reads.bc1002.bam','s3://human-pangenomics/submissions/B8BD83FD-2608-4494-AFD4-E63DC2376381--RU_Y3_topoff_redo/NA19338/hifi_reads/m84091_230705_184508_s4.hifi_reads.bc1002.bam','s3://human-pangenomics/submissions/B8BD83FD-2608-4494-AFD4-E63DC2376381--RU_Y3_topoff_redo/NA19338/hifi_reads/m84091_231120_175800_s4.hifi_reads.bc1002.bam']	NA	5	no-notes
