sample_id	paternal_id	maternal_id	cohort	Sex	Subpopulation	Superpopulation	Production Year	Hifi Prod Site	hifi_cov	ontCov_over100Kb	hifi	nanopore	child_ilmn	mat_ilmn	pat_ilmn	hic
HG02559	HG02557	HG02558	HPRC	female	ACB	AFR	YR1	UW	67.32	30.61	['s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02559/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02559.m54329U_200211_192235.dc.q20.fastq.gz','s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02559/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02559.m54329U_200217_055345.dc.q20.fastq.gz','s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02559/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02559.m54329U_200219_181523.dc.q20.fastq.gz','s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02559/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02559.m64076_200215_021919.dc.q20.fastq.gz','s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02559/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02559.m64076_200217_055339.dc.q20.fastq.gz','s3://human-pangenomics/submissions/4f8c8e63-dfd3-4f90-965f-8a8cf3ee4de9--UW_HPRC_HiFi_Y4_AND_Y3_Topoff/HG02559/m84046_230628_175536_s3.hifi_reads.bc2057.bam']	['s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG02559/guppy_6/12_7_22_R941_HG02559_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG02559/guppy_6/12_7_22_R941_HG02559_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG02559/guppy_6/HG02559_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG02559/guppy_6/HG02559_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG02559/guppy_6/HG02559_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG02559/guppy_6/HG02559_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']	['s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02559/raw_data/Illumina/child/HG02559-111121_S3_L001_R1_001.fastq.gz','s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02559/raw_data/Illumina/child/HG02559-111121_S3_L001_R2_001.fastq.gz','s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02559/raw_data/Illumina/child/HG02599_S18_L001_R1_001.fastq.gz','s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02559/raw_data/Illumina/child/HG02599_S18_L001_R2_001.fastq.gz','s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02559/raw_data/Illumina/child/HG02599_S18_L002_R1_001.fastq.gz','s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02559/raw_data/Illumina/child/HG02599_S18_L002_R2_001.fastq.gz','s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02559/raw_data/Illumina/child/HG02599_S18_L003_R1_001.fastq.gz','s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02559/raw_data/Illumina/child/HG02599_S18_L003_R2_001.fastq.gz','s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02559/raw_data/Illumina/child/HG02599_S18_L004_R1_001.fastq.gz','s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02559/raw_data/Illumina/child/HG02599_S18_L004_R2_001.fastq.gz']	['s3://human-pangenomics/working/HPRC/HG02559/raw_data/Illumina/parents/HG02558/HG02558.final.cram']	['s3://human-pangenomics/working/HPRC/HG02559/raw_data/Illumina/parents/HG02557/HG02557.final.cram']	['s3://human-pangenomics/working/HPRC/HG02559/raw_data/hic/NWM189b-1_S6_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02559/raw_data/hic/NWM189b-1_S6_L001_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02559/raw_data/hic/NWM189b-1_S6_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02559/raw_data/hic/NWM189b-1_S6_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02559/raw_data/hic/NWM189b-1_S6_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02559/raw_data/hic/NWM189b-1_S6_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02559/raw_data/hic/NWM189b-1_S6_L004_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02559/raw_data/hic/NWM189b-1_S6_L004_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02559/raw_data/hic/NWM189b-2_S14_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02559/raw_data/hic/NWM189b-2_S14_L001_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02559/raw_data/hic/NWM189b-2_S14_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02559/raw_data/hic/NWM189b-2_S14_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02559/raw_data/hic/NWM189b-2_S14_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02559/raw_data/hic/NWM189b-2_S14_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02559/raw_data/hic/NWM189b-2_S14_L004_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02559/raw_data/hic/NWM189b-2_S14_L004_R2_001.fastq.gz']
HG02486	HG02484	HG02485	HPRC	male	ACB	AFR	YR1	UW	64.08	27.33	['s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02486/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02486.m54329U_200215_021808.dc.q20.fastq.gz','s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02486/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02486.m54329U_200313_161638.dc.q20.fastq.gz','s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02486/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02486.m54329U_200315_215927.dc.q20.fastq.gz','s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02486/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02486.m54329U_200317_041347.dc.q20.fastq.gz','s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02486/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02486.m54329U_200320_213710.dc.q20.fastq.gz','s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02486/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02486.m64076_200211_192227.dc.q20.fastq.gz','s3://human-pangenomics/submissions/4f8c8e63-dfd3-4f90-965f-8a8cf3ee4de9--UW_HPRC_HiFi_Y4_AND_Y3_Topoff/HG02486/m84046_230707_195504_s2.hifi_reads.bc2067.bam','s3://human-pangenomics/submissions/4f8c8e63-dfd3-4f90-965f-8a8cf3ee4de9--UW_HPRC_HiFi_Y4_AND_Y3_Topoff/HG02486/m84046_230707_202610_s3.hifi_reads.bc2067.bam']	['s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG02486/guppy_6/12_7_22_R941_HG02486_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG02486/guppy_6/12_7_22_R941_HG02486_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG02486/guppy_6/HG02486_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG02486/guppy_6/HG02486_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG02486/guppy_6/HG02486_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']	['s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02486/raw_data/Illumina/child/HG02486-111121_S6_L002_R1_001.fastq.gz','s3://human-pangenomics/submissions/30E441F3-6820-4BF6-BCF4-E64D56C8D6A4--TRUSEQ/HG02486/raw_data/Illumina/child/HG02486-111121_S6_L002_R2_001.fastq.gz']	['s3://human-pangenomics/working/HPRC/HG02486/raw_data/Illumina/parents/HG02485/HG02485.final.cram']	['s3://human-pangenomics/working/HPRC/HG02486/raw_data/Illumina/parents/HG02484/HG02484.final.cram']	['s3://human-pangenomics/working/HPRC/HG02486/raw_data/hic/NWM190b-1_S7_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02486/raw_data/hic/NWM190b-1_S7_L001_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02486/raw_data/hic/NWM190b-1_S7_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02486/raw_data/hic/NWM190b-1_S7_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02486/raw_data/hic/NWM190b-1_S7_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02486/raw_data/hic/NWM190b-1_S7_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02486/raw_data/hic/NWM190b-1_S7_L004_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02486/raw_data/hic/NWM190b-1_S7_L004_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02486/raw_data/hic/NWM190b-2_S15_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02486/raw_data/hic/NWM190b-2_S15_L001_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02486/raw_data/hic/NWM190b-2_S15_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02486/raw_data/hic/NWM190b-2_S15_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02486/raw_data/hic/NWM190b-2_S15_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02486/raw_data/hic/NWM190b-2_S15_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02486/raw_data/hic/NWM190b-2_S15_L004_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02486/raw_data/hic/NWM190b-2_S15_L004_R2_001.fastq.gz']
HG01891	HG01890	HG01889	HPRC	female	ACB	AFR	YR1	UW	64.79	34.21	['s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01891/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01891.m54329U_200124_193652.dc.q20.fastq.gz','s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01891/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01891.m54329U_200127_180554.dc.q20.fastq.gz','s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01891/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01891.m54329U_200129_001928.dc.q20.fastq.gz','s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG01891/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01891.m54329U_200130_064539.dc.q20.fastq.gz','s3://human-pangenomics/submissions/4f8c8e63-dfd3-4f90-965f-8a8cf3ee4de9--UW_HPRC_HiFi_Y4_AND_Y3_Topoff/HG01891/m84046_230712_224626_s1.hifi_reads.bc2066.bam']	['s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG01891/guppy_6/12_7_22_R941_HG01891_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG01891/guppy_6/12_7_22_R941_HG01891_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG01891/guppy_6/HG01891_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG01891/guppy_6/HG01891_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG01891/guppy_6/HG01891_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']	['s3://human-pangenomics/working/HPRC/HG01891/raw_data/Illumina/child/HG01891.final.cram']	['s3://human-pangenomics/working/HPRC/HG01891/raw_data/Illumina/parents/HG01889/HG01889.final.cram']	['s3://human-pangenomics/working/HPRC/HG01891/raw_data/Illumina/parents/HG01890/HG01890.final.cram']	['s3://human-pangenomics/working/HPRC/HG01891/raw_data/hic/NWM191b-1_S8_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG01891/raw_data/hic/NWM191b-1_S8_L001_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG01891/raw_data/hic/NWM191b-1_S8_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG01891/raw_data/hic/NWM191b-1_S8_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG01891/raw_data/hic/NWM191b-1_S8_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG01891/raw_data/hic/NWM191b-1_S8_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG01891/raw_data/hic/NWM191b-1_S8_L004_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG01891/raw_data/hic/NWM191b-1_S8_L004_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG01891/raw_data/hic/NWM191b-2_S16_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG01891/raw_data/hic/NWM191b-2_S16_L001_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG01891/raw_data/hic/NWM191b-2_S16_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG01891/raw_data/hic/NWM191b-2_S16_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG01891/raw_data/hic/NWM191b-2_S16_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG01891/raw_data/hic/NWM191b-2_S16_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG01891/raw_data/hic/NWM191b-2_S16_L004_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG01891/raw_data/hic/NWM191b-2_S16_L004_R2_001.fastq.gz']
HG02572	HG02570	HG02571	HPRC	male	GWD	AFR	YR1	UW	59.47	27.38	['s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02572/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02572.m54329U_200319_002813.dc.q20.fastq.gz','s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02572/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02572.m64076_200313_161705.dc.q20.fastq.gz','s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02572/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02572.m64076_200317_041201.dc.q20.fastq.gz','s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02572/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02572.m64076_200318_103811.dc.q20.fastq.gz','s3://human-pangenomics/submissions/4f8c8e63-dfd3-4f90-965f-8a8cf3ee4de9--UW_HPRC_HiFi_Y4_AND_Y3_Topoff/HG02572/m84046_230711_233802_s3.hifi_reads.default.bam']	['s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG02572/guppy_6/03_14_23_R941_HG02572_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG02572/guppy_6/03_14_23_R941_HG02572_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG02572/guppy_6/HG02572_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG02572/guppy_6/HG02572_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam','s3://human-pangenomics/submissions/CBC1E2D6-3925-4CD0-9682-555C64F81B02--UCSC_HPRC_ONT_Y1_WTOPUP_GUPPY6/HG02572/guppy_6/HG02572_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam']	['s3://human-pangenomics/working/HPRC/HG02572/raw_data/Illumina/child/HG02572.final.cram']	['s3://human-pangenomics/working/HPRC/HG02572/raw_data/Illumina/parents/HG02571/HG02571.final.cram']	['s3://human-pangenomics/working/HPRC/HG02572/raw_data/Illumina/parents/HG02570/HG02570.final.cram']	['s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205a-1_S18_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205a-1_S18_L001_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205a-1_S18_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205a-1_S18_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205a-1_S18_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205a-1_S18_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205a-1_S18_L004_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205a-1_S18_L004_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205a-2_S20_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205a-2_S20_L001_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205a-2_S20_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205a-2_S20_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205a-2_S20_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205a-2_S20_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205a-2_S20_L004_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205a-2_S20_L004_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205b-1_S21_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205b-1_S21_L001_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205b-1_S21_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205b-1_S21_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205b-1_S21_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205b-1_S21_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205b-1_S21_L004_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205b-1_S21_L004_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205b-2_S22_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205b-2_S22_L001_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205b-2_S22_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205b-2_S22_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205b-2_S22_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205b-2_S22_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205b-2_S22_L004_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM205b-2_S22_L004_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM238a-1_S18_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM238a-1_S18_L001_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM238a-1_S18_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM238a-1_S18_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM238a-1_S18_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM238a-1_S18_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM238a-1_S18_L004_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM238a-1_S18_L004_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM238a-2_S22_L001_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM238a-2_S22_L001_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM238a-2_S22_L002_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM238a-2_S22_L002_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM238a-2_S22_L003_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM238a-2_S22_L003_R2_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM238a-2_S22_L004_R1_001.fastq.gz','s3://human-pangenomics/working/HPRC/HG02572/raw_data/hic/NWM238a-2_S22_L004_R2_001.fastq.gz']
